complaint_id,date,lat,lng,medicine_id,purchased_from_facility_id,description,reported_price,standard_price,estimated_loss,verified,district,city,state,postcode
CMP-5F7F00D1,2023-12-31,3.043852,101.446197,MED-D0A5410E,,Tablet colour differs from usual; patient experienced no relief.,1.3,4.0,6.7,True,Langkawi,Kuah,Kedah,07000
CMP-436D4B8F,2024-09-06,2.192934,102.248171,MED-B71DF9FF,,Price was 60% below standard — suspect adulterated product.,4.27,6.5,8.73,False,Langkawi,Kuah,Kedah,07000
CMP-E48791F7,2024-12-28,3.166431,101.696623,MED-A601320E,,Price was 60% below standard — suspect adulterated product.,8.37,18.5,28.63,False,Seberang Perai,Perai,Penang,13600
CMP-44B470C4,2023-10-23,1.460316,103.762449,MED-F1BD0EC9,,Patient hospitalised after consumption; batch number not in national registry.,6.32,8.5,10.68,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-3BE764D3,2022-11-05,2.746178,101.976748,MED-F1BD0EC9,FAC-0CCF18D7,Packaging seal already broken upon purchase.,4.62,8.5,3.88,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-A99EDCAE,2022-12-15,6.087107,100.326329,MED-F1BD0EC9,FAC-F1874C81,Online purchase via Telegram; seller account now deleted.,4.75,8.5,3.75,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-896430BC,2023-06-28,6.086846,100.328685,MED-80150E17,FAC-F1874C81,No improvement after full course; lab test confirmed inactive ingredient.,15.43,18.0,2.57,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-A2349565,2023-03-01,5.647406,100.488777,MED-B85A6ED2,,Barcode does not scan; product unverifiable in MOH system.,2.66,5.5,8.34,True,Iskandar Puteri,Johor Bahru,Johor,79100
CMP-5DD1D1A3,2023-09-06,5.423667,100.339481,MED-48A0F963,,Blister pack labelling inconsistent with MOH-registered product.,6.31,12.0,17.69,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-D6DBB4F8,2022-12-19,3.080035,101.529504,MED-28EB3902,,Outer box appeared genuine but inner foil pack had no hologram.,17.63,55.0,92.37,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-6D6C7DCD,2024-02-02,6.139471,100.367295,MED-1711A01F,FAC-E691F464,Blister pack labelling inconsistent with MOH-registered product.,2.65,2.5,0.15,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-B4F96AEF,2022-10-26,3.041726,101.442787,MED-D0A5410E,,Medicine purchased from street vendor near the market.,2.98,4.0,5.02,True,Jasin,Jasin,Melaka,77000
CMP-3B34D71C,2024-02-29,3.043494,101.44915,MED-94DCD221,,No improvement after full course; lab test confirmed inactive ingredient.,2.07,6.0,9.93,True,Seberang Perai,Perai,Penang,13600
CMP-4517C55F,2022-12-07,3.165297,101.697127,MED-C029044A,,Expiry date appears tampered — original date scratched off.,5.83,9.0,12.17,True,Manjung,Seri Manjung,Perak,32000
CMP-00A23ACD,2023-02-03,2.752263,101.931244,MED-B71DF9FF,FAC-8F026DD1,Medicine purchased from street vendor near the market.,4.69,6.5,1.81,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-223F227B,2024-09-09,1.46009,103.761227,MED-94DCD221,,Unusual smell and texture; patient developed a rash after use.,3.12,6.0,8.88,False,Georgetown,Georgetown,Penang,10000
CMP-ADFA1E36,2022-02-13,3.079228,101.53329,MED-1711A01F,,Outer box appeared genuine but inner foil pack had no hologram.,1.16,2.5,3.84,False,Kulim,Kulim,Kedah,09000
CMP-FD932878,2022-10-18,3.037469,101.496776,MED-B85A6ED2,FAC-2D52E3F2,Multiple neighbours bought same batch; all reported ineffectiveness.,2.85,5.5,2.65,True,Puchong,Puchong,Selangor,47100
CMP-D17BF38D,2022-02-19,3.044996,101.445569,MED-C029044A,,Medicine purchased from street vendor near the market.,3.36,9.0,14.64,False,Jasin,Jasin,Melaka,77000
CMP-E426DFB0,2023-03-06,3.080452,101.52746,MED-1711A01F,,Medicine purchased from street vendor near the market.,1.72,2.5,3.28,True,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-7F24B167,2023-03-01,3.047673,101.442364,MED-48A0F963,,No improvement after full course; lab test confirmed inactive ingredient.,6.16,12.0,17.84,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-E8E7699C,2024-01-29,1.487687,103.764151,MED-B71DF9FF,FAC-3BA9B7FF,Price was 60% below standard — suspect adulterated product.,5.96,6.5,0.54,True,Kulai,Kulai,Johor,81000
CMP-158914F6,2024-08-01,5.647244,100.486154,MED-80150E17,,Online purchase via Telegram; seller account now deleted.,10.63,18.0,25.37,False,Melaka Tengah,Melaka,Melaka,75000
CMP-7982C6F7,2022-06-22,3.112554,101.491258,MED-FB58034C,FAC-5197A2F9,Outer box appeared genuine but inner foil pack had no hologram.,21.88,22.0,0.12,False,Puchong,Puchong,Selangor,47100
CMP-8F8932FF,2024-08-05,5.646149,100.488957,MED-F1BD0EC9,,No improvement after full course; lab test confirmed inactive ingredient.,6.08,8.5,10.92,True,Georgetown,Georgetown,Penang,10000
CMP-B3C7FE1F,2023-02-25,3.145943,101.653639,MED-59EB08A3,FAC-8B877AB2,Seller refused to provide receipt; medicine stored without refrigeration.,6.07,12.0,5.93,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-835B5558,2022-03-18,3.076835,101.52947,MED-D0A5410E,,Seller refused to provide receipt; medicine stored without refrigeration.,2.08,4.0,5.92,False,Ampang,Ampang,Selangor,68000
CMP-7C4D3579,2022-12-16,3.163916,101.702083,MED-9EB4B8D6,,Packaging seal already broken upon purchase.,3.41,7.0,10.59,True,Manjung,Seri Manjung,Perak,32000
CMP-832B4F52,2024-11-12,2.166816,102.226514,MED-0A195B42,FAC-2C0C96B7,Unusual smell and texture; patient developed a rash after use.,9.05,14.0,4.95,True,Jasin,Jasin,Melaka,77000
CMP-E33B6026,2024-02-25,4.591528,101.079047,MED-1711A01F,,Tablet colour differs from usual; patient experienced no relief.,0.78,2.5,4.22,True,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-D521AD2C,2023-10-10,5.424929,100.339346,MED-B036DD9C,,Tablet colour differs from usual; patient experienced no relief.,30.51,95.0,159.49,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-C0E2D8AD,2022-09-28,3.042919,101.441868,MED-A2FD86E4,,Online purchase via Telegram; seller account now deleted.,11.01,22.0,32.99,False,Kampar,Kampar,Perak,31400
CMP-403555BE,2022-10-10,1.459406,103.758005,MED-B85A6ED2,,Price was 60% below standard — suspect adulterated product.,2.27,5.5,8.73,False,Taiping,Taiping,Perak,34000
CMP-FBEDC900,2023-06-06,1.461677,103.760165,MED-B71DF9FF,,Barcode does not scan; product unverifiable in MOH system.,4.55,6.5,8.45,True,Iskandar Puteri,Johor Bahru,Johor,79100
CMP-E5CCA552,2022-05-06,3.043501,101.442672,MED-99B74A7E,,Tablet colour differs from usual; patient experienced no relief.,16.12,25.0,33.88,False,Teluk Intan,Teluk Intan,Perak,36000
CMP-B43FF72E,2022-11-11,3.159907,101.702052,MED-C029044A,,Packaging seal already broken upon purchase.,3.44,9.0,14.56,True,Kulai,Kulai,Johor,81000
CMP-24D5379F,2023-05-04,1.457409,103.761294,MED-0A195B42,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,8.53,14.0,19.47,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-77F6220A,2022-03-05,3.041299,101.443412,MED-99B74A7E,,Blister pack labelling inconsistent with MOH-registered product.,8.24,25.0,41.76,False,Iskandar Puteri,Johor Bahru,Johor,79100
CMP-87D02972,2023-06-07,1.457664,103.761571,MED-0A195B42,,Outer box appeared genuine but inner foil pack had no hologram.,6.31,14.0,21.69,False,Ipoh,Ipoh,Perak,30000
CMP-9B315085,2023-12-31,1.462335,103.760252,MED-48A0F963,,Medicine purchased from street vendor near the market.,5.1,12.0,18.9,False,Manjung,Seri Manjung,Perak,32000
CMP-12F96D15,2024-09-06,2.167367,102.224505,MED-F1BD0EC9,FAC-2C0C96B7,Barcode does not scan; product unverifiable in MOH system.,9.69,8.5,1.19,True,Jasin,Jasin,Melaka,77000
CMP-A61DB4AE,2023-01-06,3.163598,101.693412,MED-0A195B42,,Multiple neighbours bought same batch; all reported ineffectiveness.,9.13,14.0,18.87,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-2C79A810,2023-03-26,2.694641,101.905805,MED-C029044A,FAC-3CDFE1CB,Patient hospitalised after consumption; batch number not in national registry.,4.9,9.0,4.1,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-A59E32B2,2023-06-12,2.138481,102.241506,MED-C029044A,FAC-5FB1305A,Blister pack labelling inconsistent with MOH-registered product.,11.21,9.0,2.21,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-43A74126,2024-04-24,2.692387,101.908011,MED-B036DD9C,FAC-3CDFE1CB,Tablet colour differs from usual; patient experienced no relief.,55.3,95.0,39.7,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-5F771A16,2022-10-30,4.642842,101.096108,MED-59EB08A3,FAC-28F771B5,Price was 60% below standard — suspect adulterated product.,10.18,12.0,1.82,False,Ipoh,Ipoh,Perak,30000
CMP-514F7DD1,2024-06-15,2.19587,102.247904,MED-9EB4B8D6,,Multiple neighbours bought same batch; all reported ineffectiveness.,4.0,7.0,10.0,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-AF8BF342,2024-01-25,5.644678,100.488312,MED-99B74A7E,,Seller refused to provide receipt; medicine stored without refrigeration.,13.23,25.0,36.77,True,Jasin,Jasin,Melaka,77000
CMP-9C289391,2023-10-02,5.645612,100.486374,MED-B036DD9C,,Online purchase via Telegram; seller account now deleted.,46.34,95.0,143.66,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-922F5957,2023-12-29,3.046408,101.446618,MED-A2FD86E4,,Multiple neighbours bought same batch; all reported ineffectiveness.,8.82,22.0,35.18,True,Teluk Intan,Teluk Intan,Perak,36000
CMP-37AF160E,2023-03-07,3.047439,101.448305,MED-1711A01F,,Unusual smell and texture; patient developed a rash after use.,1.18,2.5,3.82,False,Kajang,Kajang,Selangor,43000
CMP-EB0CDEBC,2022-12-09,3.157381,101.695334,MED-B036DD9C,,Multiple neighbours bought same batch; all reported ineffectiveness.,55.56,95.0,134.44,True,Alor Setar,Alor Setar,Kedah,05000
CMP-A25DAC3F,2023-08-26,3.157519,101.700123,MED-D0A5410E,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,2.71,4.0,5.29,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-402A3EA0,2022-06-30,5.451341,100.292315,MED-94DCD221,FAC-0A5D8A94,Packaging seal already broken upon purchase.,6.77,6.0,0.77,False,Seberang Perai,Perai,Penang,13600
CMP-D6D444BF,2024-06-28,3.161106,101.70011,MED-F1BD0EC9,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,3.6,8.5,13.4,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-4A4131BA,2022-03-29,3.16413,101.701956,MED-94DCD221,,No improvement after full course; lab test confirmed inactive ingredient.,2.01,6.0,9.99,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-E816CB2F,2022-12-09,5.648012,100.487383,MED-59EB08A3,,Tablet colour differs from usual; patient experienced no relief.,4.79,12.0,19.21,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-4CAFE385,2024-03-04,3.161358,101.696916,MED-B71DF9FF,,Blister pack labelling inconsistent with MOH-registered product.,2.37,6.5,10.63,True,Melaka Tengah,Melaka,Melaka,75000
CMP-3D951192,2022-02-24,5.425752,100.342766,MED-BFB0E7CA,,Multiple neighbours bought same batch; all reported ineffectiveness.,13.1,30.0,46.9,True,Melaka Tengah,Melaka,Melaka,75000
CMP-5A06B8F5,2022-07-10,3.165969,101.69567,MED-1711A01F,,Barcode does not scan; product unverifiable in MOH system.,1.34,2.5,3.66,False,Taiping,Taiping,Perak,34000
CMP-BBD4BCDA,2024-02-15,6.086175,100.325789,MED-1711A01F,FAC-F1874C81,Blister pack labelling inconsistent with MOH-registered product.,2.24,2.5,0.26,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-3E4A1C4E,2022-07-07,3.157313,101.698664,MED-B036DD9C,,Tablet colour differs from usual; patient experienced no relief.,44.52,95.0,145.48,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-A57670C2,2024-03-07,2.729406,101.968481,MED-28EB3902,FAC-4C4DEC32,No improvement after full course; lab test confirmed inactive ingredient.,65.55,55.0,10.55,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-E3A32C05,2023-06-15,3.089104,101.464316,MED-59EB08A3,FAC-F9EE4390,Online purchase via Telegram; seller account now deleted.,11.59,12.0,0.41,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-1FFEA351,2022-06-29,1.461378,103.758659,MED-99B74A7E,,No improvement after full course; lab test confirmed inactive ingredient.,10.97,25.0,39.03,False,Jasin,Jasin,Melaka,77000
CMP-EDB34126,2022-09-24,1.489596,103.762552,MED-FB58034C,FAC-3BA9B7FF,Online purchase via Telegram; seller account now deleted.,12.64,22.0,9.36,False,Kulai,Kulai,Johor,81000
CMP-D700FF68,2023-12-24,2.725376,101.943102,MED-48A0F963,,Multiple neighbours bought same batch; all reported ineffectiveness.,6.7,12.0,17.3,True,Langkawi,Kuah,Kedah,07000
CMP-C45AF810,2023-04-23,4.589684,101.08061,MED-B85A6ED2,,No improvement after full course; lab test confirmed inactive ingredient.,2.58,5.5,8.42,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-AD5A5516,2024-12-24,3.157353,101.700082,MED-F1BD0EC9,,Unusual smell and texture; patient developed a rash after use.,5.45,8.5,11.55,True,Batu Pahat,Batu Pahat,Johor,83000
CMP-8C8B8E7C,2022-09-15,3.162777,101.702232,MED-F1BD0EC9,,Unusual smell and texture; patient developed a rash after use.,3.58,8.5,13.42,False,Klang,Klang,Selangor,41000
CMP-9A9C7690,2024-03-09,3.162836,101.694365,MED-48A0F963,,Medicine purchased from street vendor near the market.,7.63,12.0,16.37,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-FDBE1B08,2023-03-27,1.462027,103.761055,MED-B85A6ED2,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,1.68,5.5,9.32,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-72C3D9C1,2022-09-07,4.589785,101.080577,MED-B85A6ED2,,Outer box appeared genuine but inner foil pack had no hologram.,2.72,5.5,8.28,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-77404DD2,2024-09-13,1.459376,103.757908,MED-80150E17,,Seller refused to provide receipt; medicine stored without refrigeration.,10.0,18.0,26.0,True,Alor Setar,Alor Setar,Kedah,05000
CMP-3058E843,2022-11-10,2.21216,102.23184,MED-FB58034C,FAC-7CD58BBC,No improvement after full course; lab test confirmed inactive ingredient.,15.45,22.0,6.55,False,Melaka Tengah,Melaka,Melaka,75000
CMP-1536EFCD,2023-07-29,2.768017,101.922769,MED-B85A6ED2,FAC-B2831513,Price was 60% below standard — suspect adulterated product.,3.11,5.5,2.39,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-18D4E47F,2023-02-10,1.456735,103.759044,MED-A601320E,,Seller refused to provide receipt; medicine stored without refrigeration.,10.68,18.5,26.32,False,Teluk Intan,Teluk Intan,Perak,36000
CMP-8505084F,2022-03-31,3.129564,101.710085,MED-BFB0E7CA,FAC-9781E0DC,Unusual smell and texture; patient developed a rash after use.,25.69,30.0,4.31,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-4684DC08,2023-01-04,3.078771,101.530316,MED-FB58034C,,Tablet colour differs from usual; patient experienced no relief.,16.16,22.0,27.84,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-4CDE5E1F,2024-09-30,1.462559,103.762263,MED-48A0F963,,No improvement after full course; lab test confirmed inactive ingredient.,7.42,12.0,16.58,False,Kampar,Kampar,Perak,31400
CMP-8E93776B,2024-08-10,3.080401,101.531432,MED-C029044A,,Outer box appeared genuine but inner foil pack had no hologram.,3.51,9.0,14.49,False,Ipoh,Ipoh,Perak,30000
CMP-4A13E5EA,2024-09-12,3.047012,101.446002,MED-C029044A,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,5.03,9.0,12.97,False,Butterworth,Butterworth,Penang,12000
CMP-56F79A1B,2022-08-28,5.648074,100.488808,MED-BFB0E7CA,,Multiple neighbours bought same batch; all reported ineffectiveness.,21.85,30.0,38.15,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-15C966F6,2023-07-23,5.422647,100.339301,MED-F1BD0EC9,,Patient hospitalised after consumption; batch number not in national registry.,3.3,8.5,13.7,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-5A1F2918,2022-04-18,5.423144,100.33945,MED-B85A6ED2,,Online purchase via Telegram; seller account now deleted.,2.03,5.5,8.97,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-ED8762A6,2022-04-22,2.694804,101.906288,MED-D0A5410E,FAC-3CDFE1CB,Price was 60% below standard — suspect adulterated product.,3.16,4.0,0.84,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-C151F377,2022-11-12,3.080246,101.528456,MED-87F56986,,Unusual smell and texture; patient developed a rash after use.,5.44,8.0,10.56,False,Langkawi,Kuah,Kedah,07000
CMP-0715EC4E,2024-12-19,2.196273,102.247308,MED-FB58034C,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,13.49,22.0,30.51,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-32E7125C,2022-09-04,6.139248,100.364827,MED-FB58034C,FAC-E691F464,Seller refused to provide receipt; medicine stored without refrigeration.,19.05,22.0,2.95,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-0DB76C22,2024-03-04,2.726855,101.946655,MED-48A0F963,,Medicine purchased from street vendor near the market.,7.44,12.0,16.56,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-59F4EA32,2023-05-09,5.424085,100.340913,MED-A601320E,,No improvement after full course; lab test confirmed inactive ingredient.,13.5,18.5,23.5,True,Jasin,Jasin,Melaka,77000
CMP-54296108,2023-09-16,2.692671,101.90651,MED-B71DF9FF,FAC-3CDFE1CB,Online purchase via Telegram; seller account now deleted.,8.26,6.5,1.76,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-7874E284,2024-10-18,3.046513,101.447695,MED-28EB3902,,Barcode does not scan; product unverifiable in MOH system.,18.11,55.0,91.89,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-86BEA9A7,2024-01-08,5.648223,100.488762,MED-28EB3902,,Online purchase via Telegram; seller account now deleted.,30.66,55.0,79.34,True,Batu Pahat,Batu Pahat,Johor,83000
CMP-D5C48DA1,2024-01-09,5.44689,100.306221,MED-B85A6ED2,FAC-AD254158,Tablet colour differs from usual; patient experienced no relief.,3.43,5.5,2.07,True,Georgetown,Georgetown,Penang,10000
CMP-48C4715E,2022-11-17,3.080094,101.528812,MED-48A0F963,,Barcode does not scan; product unverifiable in MOH system.,7.16,12.0,16.84,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-CD03F695,2023-01-20,4.589399,101.07825,MED-A601320E,,Expiry date appears tampered — original date scratched off.,8.39,18.5,28.61,False,Kajang,Kajang,Selangor,43000
CMP-B8A658AA,2024-08-19,3.082722,101.507544,MED-A601320E,FAC-5E4DE973,Online purchase via Telegram; seller account now deleted.,14.6,18.5,3.9,True,Shah Alam,Shah Alam,Selangor,40000
CMP-DCDF2940,2024-10-04,3.162833,101.699816,MED-94DCD221,,No improvement after full course; lab test confirmed inactive ingredient.,3.52,6.0,8.48,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-B1171241,2024-12-11,1.460033,103.758244,MED-A601320E,,Unusual smell and texture; patient developed a rash after use.,12.46,18.5,24.54,True,Taiping,Taiping,Perak,34000
CMP-855639B3,2022-02-22,5.448376,100.303668,MED-B85A6ED2,FAC-AD254158,No improvement after full course; lab test confirmed inactive ingredient.,3.63,5.5,1.87,True,Georgetown,Georgetown,Penang,10000
CMP-B53A4052,2023-05-24,3.160841,101.733546,MED-A2FD86E4,FAC-8CEDD07B,Unusual smell and texture; patient developed a rash after use.,18.37,22.0,3.63,True,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-4E6C1660,2022-07-11,5.647838,100.486742,MED-59EB08A3,,Packaging seal already broken upon purchase.,7.03,12.0,16.97,False,Klang,Klang,Selangor,41000
CMP-EEDADA3E,2023-07-29,3.077375,101.527597,MED-FB58034C,,Packaging seal already broken upon purchase.,9.93,22.0,34.07,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-A0C233EC,2023-01-31,5.426376,100.34172,MED-B85A6ED2,,Tablet colour differs from usual; patient experienced no relief.,4.08,5.5,6.92,False,Langkawi,Kuah,Kedah,07000
CMP-9EAC8126,2022-04-08,5.422126,100.339673,MED-0A195B42,,Multiple neighbours bought same batch; all reported ineffectiveness.,8.15,14.0,19.85,False,Alor Setar,Alor Setar,Kedah,05000
CMP-5FAC2FAC,2024-02-21,1.492416,103.73104,MED-B71DF9FF,FAC-C84DEF5D,Blister pack labelling inconsistent with MOH-registered product.,5.18,6.5,1.32,True,Kulai,Kulai,Johor,81000
CMP-761CD8D0,2023-09-07,5.425822,100.338333,MED-59EB08A3,,Expiry date appears tampered — original date scratched off.,7.12,12.0,16.88,False,Kampar,Kampar,Perak,31400
CMP-DE96546C,2022-05-16,1.460454,103.762763,MED-59EB08A3,,Blister pack labelling inconsistent with MOH-registered product.,5.06,12.0,18.94,False,Puchong,Puchong,Selangor,47100
CMP-E553AEF5,2024-04-09,2.768603,101.925755,MED-28EB3902,FAC-B2831513,Multiple neighbours bought same batch; all reported ineffectiveness.,63.26,55.0,8.26,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-72E774ED,2023-02-15,5.423518,100.339046,MED-BFB0E7CA,,No improvement after full course; lab test confirmed inactive ingredient.,19.24,30.0,40.76,True,Butterworth,Butterworth,Penang,12000
CMP-F30BB288,2022-01-12,3.148332,101.651162,MED-A2FD86E4,FAC-8B877AB2,Seller refused to provide receipt; medicine stored without refrigeration.,15.54,22.0,6.46,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-827053EE,2022-05-06,3.162366,101.698856,MED-B036DD9C,,Unusual smell and texture; patient developed a rash after use.,48.93,95.0,141.07,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-D4FE5F57,2024-10-18,3.163474,101.698331,MED-9EB4B8D6,,Outer box appeared genuine but inner foil pack had no hologram.,3.37,7.0,10.63,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-48940A43,2024-09-14,1.461718,103.758222,MED-B71DF9FF,,Tablet colour differs from usual; patient experienced no relief.,3.43,6.5,9.57,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-670758BA,2023-02-02,3.045144,101.448728,MED-B85A6ED2,,Blister pack labelling inconsistent with MOH-registered product.,2.63,5.5,8.37,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-AA4FC830,2023-05-12,3.160462,101.700682,MED-A601320E,,Seller refused to provide receipt; medicine stored without refrigeration.,9.59,18.5,27.41,False,Shah Alam,Shah Alam,Selangor,40000
CMP-7DF071C7,2024-01-21,3.16286,101.702244,MED-87F56986,,No improvement after full course; lab test confirmed inactive ingredient.,4.77,8.0,11.23,False,Ipoh,Ipoh,Perak,30000
CMP-80E3D2C1,2023-02-18,3.080442,101.527235,MED-C029044A,,Tablet colour differs from usual; patient experienced no relief.,5.08,9.0,12.92,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-C4966785,2024-08-27,3.158068,101.696586,MED-C029044A,,Patient hospitalised after consumption; batch number not in national registry.,5.64,9.0,12.36,True,Ipoh,Ipoh,Perak,30000
CMP-45EBBA09,2024-05-12,3.078179,101.527243,MED-BFB0E7CA,,Medicine purchased from street vendor near the market.,10.7,30.0,49.3,False,Teluk Intan,Teluk Intan,Perak,36000
CMP-3C35DFDC,2024-10-21,1.460377,103.761576,MED-59EB08A3,,Packaging seal already broken upon purchase.,6.0,12.0,18.0,True,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-0718A861,2024-10-30,2.210359,102.233144,MED-48A0F963,FAC-7CD58BBC,Packaging seal already broken upon purchase.,6.21,12.0,5.79,True,Melaka Tengah,Melaka,Melaka,75000
CMP-0F4E8FAC,2022-09-10,4.64206,101.095404,MED-59EB08A3,FAC-28F771B5,Multiple neighbours bought same batch; all reported ineffectiveness.,14.04,12.0,2.04,False,Ipoh,Ipoh,Perak,30000
CMP-E1688CD5,2022-11-26,2.688522,101.966625,MED-C029044A,FAC-A3606986,Packaging seal already broken upon purchase.,8.19,9.0,0.81,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-F08C3B44,2023-11-03,3.085534,101.465171,MED-1711A01F,FAC-F9EE4390,Packaging seal already broken upon purchase.,1.33,2.5,1.17,True,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-5A423471,2023-12-02,2.220611,102.238246,MED-59EB08A3,FAC-6B4B764D,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,6.89,12.0,5.11,False,Jasin,Jasin,Melaka,77000
CMP-00539D68,2023-10-20,3.130833,101.711,MED-1711A01F,FAC-9781E0DC,Expiry date appears tampered — original date scratched off.,2.62,2.5,0.12,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-43BBD73A,2022-07-05,3.147908,101.650306,MED-D0A5410E,FAC-8B877AB2,Unusual smell and texture; patient developed a rash after use.,4.4,4.0,0.4,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-1BE9B7EF,2024-01-02,3.160338,101.697192,MED-F1BD0EC9,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,4.09,8.5,12.91,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-DC1631B5,2024-08-22,1.459441,103.759202,MED-A2FD86E4,,Online purchase via Telegram; seller account now deleted.,7.18,22.0,36.82,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-4DE75E47,2023-05-27,3.042231,101.447953,MED-B036DD9C,,No improvement after full course; lab test confirmed inactive ingredient.,70.31,95.0,119.69,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-D1633F91,2023-04-22,3.039556,101.494868,MED-B85A6ED2,FAC-2D52E3F2,Patient hospitalised after consumption; batch number not in national registry.,3.15,5.5,2.35,True,Puchong,Puchong,Selangor,47100
CMP-2433A7C2,2023-08-19,3.062687,101.566259,MED-87F56986,FAC-17D3633A,Blister pack labelling inconsistent with MOH-registered product.,9.59,8.0,1.59,False,Klang,Klang,Selangor,41000
CMP-489DB333,2023-03-01,3.079178,101.533185,MED-99B74A7E,,Unusual smell and texture; patient developed a rash after use.,16.45,25.0,33.55,False,Muar,Muar,Johor,84000
CMP-D7DFF053,2024-03-24,4.644729,101.0944,MED-87F56986,FAC-28F771B5,Barcode does not scan; product unverifiable in MOH system.,4.56,8.0,3.44,True,Ipoh,Ipoh,Perak,30000
CMP-AE757851,2023-04-12,5.458519,100.30282,MED-B036DD9C,FAC-E4D0C2D8,Packaging seal already broken upon purchase.,121.41,95.0,26.41,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-97875F01,2024-11-17,3.07848,101.527789,MED-C029044A,,Patient hospitalised after consumption; batch number not in national registry.,2.85,9.0,15.15,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-A8D09885,2022-11-14,3.161505,101.698124,MED-80150E17,,Blister pack labelling inconsistent with MOH-registered product.,10.11,18.0,25.89,False,Jasin,Jasin,Melaka,77000
